x,y,z
17,4,1143
27,39,11918
44,38,17304
5,35,5034
5,22,2342
48,7,6861
7,4,393
9,6,683
1,42,5987
49,38,19219
15,36,7553
12,47,10350
27,26,7485
3,40,5893
27,16,4765
1,9,410
27,33,9746
42,11,6629
43,29,13090
32,10,4295
40,16,7637
8,4,449
47,16,9464
22,5,1815
34,5,3543
39,8,5169
13,42,8927
43,31,13902
7,6,544
16,0,638
14,6,1098
6,18,1837
10,19,2526
41,9,5849
8,12,1242
3,3,158
15,38,8169
40,18,8263
34,24,8636
40,16,7638
38,22,9042
22,48,13855
20,35,8513
18,30,6518
9,10,1099
8,21,2591
2,42,6209
9,7,778
38,44,17820
43,3,4717
44,42,19187
15,48,11608
18,10,2097
37,41,16090
24,16,4197
32,5,3215
9,4,510
49,48,24358
41,33,14058
19,41,10258
20,23,5093
10,32,5307
17,7,1530
38,13,6287
22,49,14267
39,29,11825
35,12,5372
30,3,2534
20,33,7884
7,44,7993
3,12,797
42,0,3835
45,0,4378
14,17,2747
8,11,1121
37,45,17905
20,48,13193
48,5,6288
47,16,9465
3,9,530
32,29,9768
45,15,8594
23,18,4473
39,5,4434
27,33,9745
27,23,6606
9,16,1903
29,48,16298
13,15,2257
2,2,89
3,16,1237
49,49,24906
5,18,1718
8,25,3347
7,10,921
44,39,17765
21,35,8778
23,14,3584
5,0,98
43,31,13902
10,8,964
41,31,13241
19,30,6748
11,28,4533
42,20,9455
40,38,15843
39,23,9653
14,26,4637
46,11,7581
11,15,1997
26,29,8159
2,27,2789
37,30,11591
25,26,7003
8,24,3149
17,7,1530
5,17,1577
9,45,8834
11,44,9044
30,13,4624
23,24,5984
4,39,5846
49,2,5683
39,0,3329
30,25,7923
43,6,5477
37,47,18849
42,33,14396
26,33,9468
38,44,17820
19,15,3133
32,25,8435
39,34,13800
13,30,5423
28,3,2257
6,6,482
24,7,2397
8,49,9900
25,43,12834
39,19,8326
36,27,10202
39,21,8977
40,43,18114
18,29,6240
40,37,15408
3,30,3532
23,46,13376
6,12,1052
42,21,9799
14,2,677
7,35,5446
9,35,5874
2,9,468
33,40,14263
48,28,14337
9,32,5102
27,24,6892
0,45,6583
27,45,14305
25,29,7906
1,41,5721
41,30,12843
8,0,198
25,1,1578
9,10,1098
43,7,5741
45,43,20073
10,49,10476
2,9,467
41,14,7274
40,1,3708
12,41,8340
21,19,4330
10,47,9777
10,36,6368
12,32,5729
36,22,8511
5,16,1443
16,30,6067
6,35,5237
18,28,5968
11,33,5777
35,21,7938
16,2,831
49,4,6230
30,43,14493
36,38,14448
0,1,28
14,9,1475
41,13,6977
0,19,1306
24,13,3544
8,46,8891
7,36,5705
3,41,6161
32,40,13925
44,32,14658
31,45,15698
26,48,15227
21,37,9441
45,40,18619
3,31,3741
38,7,4722
36,33,12428
15,33,6673
18,20,4007
22,14,3417
18,39,9290
12,31,5469
6,40,6568
29,21,6497
41,16,7886
37,8,4770
8,32,4901
37,0,3010
37,25,9786
43,15,8077
27,13,4066
32,26,8760
7,1,210
23,18,4473
45,42,19582
28,29,8680
41,6,5067
10,43,8454
0,3,73
30,4,2715
49,39,19705
38,21,8712
43,25,11537
43,40,17852
6,7,562
23,9,2609
48,15,9398
27,13,4065
15,35,7253
27,17,5010
25,39,11306
30,28,8884
16,27,5281
28,31,9341
14,48,11304
34,49,18635
32,40,13925
11,31,5261
2,38,5166
12,13,1816
22,14,3417
7,42,7384
46,13,8207
27,4,2292
24,35,9593
48,30,15188
17,17,3209
7,47,8949
15,23,4134
32,8,3845
14,37,7608
3,48,8212
3,36,4876
13,16,2426
28,12,4022
45,32,15003
31,42,14417
33,22,7746
28,0,1778
44,37,16847
25,3,1874
24,37,10287
26,35,10158
43,23,10798
1,18,1283
25,6,2363
17,17,3210
48,10,7768
49,10,8019
48,16,9741
28,13,4247
26,6,2501
21,16,3666
12,24,3817
16,3,937
29,35,11033
0,34,3855
12,45,9656
21,31,7521
12,41,8340
11,28,4532
4,12,877
29,40,12939
33,35,12257
44,41,18708
35,33,12113
47,11,7830
31,8,3673
47,16,9465
30,27,8557
1,17,1161
47,19,10517
2,0,36
20,13,2903
3,12,797
11,4,645
24,10,2944
34,8,4204
38,21,8711
27,32,9404
2,33,3995
28,3,2257
16,30,6067
43,37,16481
15,22,3912
13,19,2970
13,24,3994
3,17,1362
36,14,6119
1,22,1827
42,21,9800
32,9,4067
42,2,4289
32,12,4769
42,14,7518
7,1,209
40,45,19064
38,35,13877
5,39,6065
11,18,2492
14,48,11303
1,2,67
21,48,13523
49,11,8338
46,46,22001
26,38,11238
2,23,2106
28,39,12229
35,26,9572
20,21,4608
37,7,4530
28,12,4022
17,42,10034
39,10,5688
49,47,23818
48,25,13107
24,32,8598
11,41,8082
45,32,15003
41,45,19458
2,45,7055
20,42,10908
49,14,9331
39,46,19152
45,8,6458
7,4,392
49,37,18738
24,28,7353
17,33,7145
25,22,5882
14,47,10938
5,23,2514
28,25,7427
36,11,5321
18,6,1501
21,47,13122
37,14,6342
10,46,9437
22,24,5767
11,18,2493
5,41,6618
15,14,2360
24,39,11006
40,29,12135
46,42,19982
0,1,27
19,3,1214
4,0,73
47,33,16146
20,38,9504
31,37,12401
48,41,20291
39,42,17273
3,32,3956
7,49,9618
17,46,11475
15,34,6961
13,7,1121
22,37,9720
42,6,5269
41,19,8850
0,14,755
3,30,3532
16,31,6341
38,19,8070
44,14,8015
13,19,2969
1,13,738
26,10,3258
13,36,7067
4,21,2048
45,5,5634
47,22,11625
41,11,6402
28,23,6837
17,8,1670
7,41,7089
47,33,16146
45,2,4862
35,30,10988
38,35,13878
35,16,6453
25,23,6154
49,36,18263
37,44,17442
9,29,4385
32,13,5015
37,43,16986
41,2,4106
38,32,12672
26,36,10512
41,3,4338
13,1,521
46,32,15351
13,27,4682
20,24,5345
2,14,918
7,41,7089
29,23,7074
48,35,17418
35,26,9572
5,7,498
30,27,8557
22,1,1260
12,31,5469
17,13,2465
21,19,4329
3,31,3742
30,49,17115
1,48,7702
32,10,4296
49,7,7097
11,40,7773
6,18,1837
15,9,1586
2,19,1518
45,41,19097
14,39,8226
36,18,7268
9,36,6142
25,39,11305
3,13,898
23,16,4017
0,41,5507
43,17,8722
39,5,4433
48,1,5212
21,45,12338
45,13,7953
36,31,11661
12,40,8025
15,13,2194
28,1,1932
17,44,10742
31,42,14417
28,44,14230
37,16,6915
15,9,1586
45,9,6746
9,49,10185
6,12,1051
4,17,1467
37,28,10851
7,20,2281
30,41,13667
44,2,4668
27,27,7790
13,22,3567
5,41,6617
44,35,15954
43,5,5218
46,5,5847
24,48,14533
14,0,503
41,29,12449
31,2,2497
39,32,12992
40,25,10643
33,33,11498
0,32,3437
19,27,5917
38,22,9041
30,12,4387
18,5,1367
45,42,19583
13,18,2782
18,20,4007
16,16,2862
22,44,12268
49,22,12242
2,49,8267
44,37,16848
7,22,2625
27,17,5010
3,14,1004
5,18,1718
25,15,4153
47,4,5793
34,22,7997
23,36,9656
23,2,1497
5,10,759
10,28,4344
30,19,6166
35,31,11358
38,29,11519
9,29,4386
35,14,5900
29,37,11778
27,30,8741
45,17,9258
10,33,5564
33,18,6563
41,4,4574
16,35,7497
25,11,3297
10,41,7828
17,39,9017
38,6,4481
26,42,12761
48,22,11931
7,27,3590
38,12,6011
34,38,13774
5,17,1577
8,41,7332
12,2,540
7,16,1664
44,1,4427
18,18,3578
6,48,9007
11,26,4076
6,33,4747
43,16,8397
41,8,5583
35,6,3932
27,29,8417
25,2,1722
47,44,21392
9,15,1753
45,10,7039
11,38,7173
18,32,7092
13,35,6778
10,2,418
49,41,20698
33,35,12257
35,22,8252
40,30,12524
9,20,2558
30,35,11334
29,0,1899
38,42,16902
9,36,6142
42,26,11610
20,16,3498
13,31,5682
10,29,4575
20,15,3294
5,16,1442
4,21,2048
15,44,10160
13,34,6495
21,25,5818
2,33,3996
14,2,678
8,33,5148
48,2,5472
19,15,3134
30,24,7615
7,1,209
23,11,2982
45,43,20073
3,10,613
45,26,12543
27,42,13085
8,36,5921
31,37,12402
1,46,7106
29,6,2943
47,12,8144
9,40,7278
8,22,2771
36,20,7877
49,20,11478
30,46,15777
3,8,453
15,45,10513
30,5,2904
8,30,4427
36,6,4111
19,23,4893
26,37,10871
37,31,11970
30,2,2358
8,39,6750
37,22,8775
24,0,1334
46,14,8530
42,38,16565
35,37,13698
37,33,12745
46,19,10229
10,22,3077
33,40,14263
37,5,4066
3,10,613
1,28,2822
16,17,3051
47,35,17045
33,44,15975
13,7,1122
25,37,10577
23,32,8337
24,30,7964
31,40,13593
10,27,4118
32,35,11946
7,34,5193
1,1,41
34,5,3544
32,20,6905
48,17,10091
21,14,3255
18,34,7690
38,13,6287
37,19,7818
49,11,8338
5,34,4791
41,39,16649
16,37,8112
11,8,1052
26,27,7541
33,19,6849
44,0,4194
18,41,9971
28,18,5468
15,25,4593
2,24,2267
7,14,1393
7,32,4704
31,47,16581
36,13,5847
27,44,13892
26,44,13560
49,47,23817
13,29,5170
46,49,23580
38,34,13469
19,43,10973
12,6,919
42,0,3835
24,25,6483
14,29,5376
10,14,1725
13,41,8602
38,11,5742
19,42,10613
20,23,5093
18,12,2431
32,38,13115
17,33,7146
9,47,9497
1,0,22
13,10,1502
39,22,9312
21,17,3881
22,49,14267
46,6,6121
5,44,7490
31,3,2677
15,34,6961
34,47,17697
20,25,5604
9,27,3937
16,12,2161
0,17,1067
25,13,3714
38,29,11520
33,0,2422
5,15,1314
42,44,19367
8,9,899
35,21,7937
24,20,5154
24,16,4198
18,22,4461
11,36,6597
7,43,7686
21,28,6643
26,48,15228
49,36,18263
16,26,5031
34,34,12185
34,44,16336
49,10,8019
33,17,6282
38,2,3582
37,32,12354
47,48,23480
47,8,6920
49,29,15105
35,24,8900
24,28,7353
14,10,1614
16,19,3450
34,20,7384
33,28,9703
37,40,15650
2,27,2790
48,7,6862
25,48,14878
40,33,13723
29,39,12546
47,7,6629
9,1,298
25,14,3930
8,30,4428
7,41,7090
43,49,22289
13,34,6495
27,7,2830
9,34,5611
49,8,7398
41,30,12842
4,49,8795
21,5,1698
15,10,1729
17,22,4275
5,8,579
1,23,1977
15,41,9137
14,35,7014
45,46,21583
47,6,6345
31,17,5842
19,40,9909
6,9,740
47,5,6066
32,4,3017
46,20,10588
42,4,4767
34,49,18635
38,13,6287
6,35,5238
31,24,7864
20,47,12797
40,34,14135
45,35,16314
34,5,3544
40,39,16286
19,40,9908
39,22,9313
24,38,10644
29,11,3977
35,29,10625
36,46,17991
14,44,9876
7,33,4946
33,45,16418
47,1,5009
49,38,19218
49,25,13433
40,36,14977
7,13,1266
25,19,5105
45,34,15871
10,6,757
2,32,3780
18,40,9627
40,2,3928
38,35,13877
37,21,8450
4,43,6954
16,49,12300
2,15,1025
40,23,9933
20,49,13596
44,26,12227
3,21,1922
19,41,10258
16,16,2861
42,41,17939
23,6,2096
10,48,10123
21,20,4562
5,38,5799
41,1,3882
47,12,8145
48,42,20792
20,7,1877
6,12,1052
36,43,16618
35,40,14948
47,28,14000
47,34,16593
27,30,8740
47,47,22949
6,27,3422
17,24,4742
15,47,11238
41,22,9867
16,46,11171
42,26,11609
18,46,11782
10,49,10475
3,18,1493
9,38,6698
7,40,6801
21,44,11954
4,34,4595
17,14,2642
28,2,2092
15,20,3489
13,49,11370
12,48,10706
6,28,3628
19,17,3537
13,7,1121
4,5,303
44,6,5687
23,21,5201
17,28,5751
49,31,15978
27,23,6606
28,6,2791
8,1,252
43,8,6012
16,43,10097
9,42,7882
3,4,205
23,30,7713
38,11,5741
7,33,4946
11,18,2492
48,49,24459
25,46,14042
32,8,3846
5,44,7491
27,11,3629
11,24,3644
34,25,8963
2,17,1259
18,44,11039
26,32,9132
2,22,1950
2,46,7350
42,46,20350
22,19,4518
4,29,3495
27,11,3629
45,10,7038
10,32,5308
47,4,5792
7,9,818
4,2,148
43,14,7764
31,0,2153
16,14,2500
20,9,2196
26,42,12762
14,35,7014
36,26,9852
12,23,3606
29,14,4671
7,49,9617
25,44,13230
15,5,1074
46,15,8858
23,21,5201
13,22,3566
14,25,4404
33,33,11497
40,47,20037
6,39,6290
46,20,10587
23,30,7712
13,13,1937
28,24,7130
9,14,1610
30,44,14915
34,28,9984
27,9,3217
42,22,10150
8,6,612
37,40,15650
32,9,4067
35,5,3713
17,32,6854
28,37,11471
43,25,11538
39,10,5689
11,44,9045
41,34,14475
2,32,3780
45,16,8923
44,10,6804
20,8,2033
21,27,6361
25,3,1873
30,23,7313
5,41,6618
26,22,6102
25,11,3297
14,41,8868
12,9,1268
10,34,5826
22,47,13449
46,26,12862
15,44,10161
23,38,10353
14,6,1098
12,45,9655
42,3,4525
42,17,8460
11,28,4532
18,36,8312
9,31,4857
35,21,7938
43,22,10436
5,15,1313
16,11,2001
8,6,612
12,35,6546
32,42,14759
0,0,13
17,29,6017
18,30,6517
28,4,2429
13,13,1938
21,2,1287
46,22,11321
3,36,4877
15,29,5586
44,48,22193
8,49,9900
21,46,12727
43,5,5218
1,10,482
31,16,5577
34,18,6794
39,11,5958
38,34,13469
23,0,1233
2,35,4446
38,44,17819
34,15,5954
17,33,7145
25,16,4383
33,20,7142
25,40,11678
26,10,3258
28,22,6552
9,26,3722
23,47,13782
19,4,1341
7,26,3384
16,40,9078
10,36,6368
17,5,1266
21,11,2681
15,24,4361
31,43,14838
0,44,6305
5,3,234
12,48,10705
19,11,2397
39,9,5425
7,10,920
36,6,4112
28,29,8679
47,13,8466
17,25,4986
7,31,4470
2,5,216
32,3,2826
8,20,2417
34,46,17238
17,33,7145
21,23,5297
5,22,2343
15,38,8168
49,0,5159
2,5,215
15,26,4833
32,34,11568
46,26,12861
6,2,221
1,18,1283
3,14,1005
26,11,3461
13,5,897
46,2,5061
7,21,2450
20,36,8837
39,17,7698
42,6,5270
20,42,10907
21,7,2001
47,47,22949
3,46,7596
14,7,1217
22,47,13450
29,4,2570
46,43,20478
18,31,6801
35,34,12501
21,17,3882
27,33,9746
11,33,5777
34,41,15027
1,33,3817
21,23,5297
25,36,10222
49,18,10739
20,17,3707
9,30,4618
17,41,9690
14,42,9198
32,28,9425
38,16,7151
31,45,15698
48,29,14759
15,24,4361
48,48,23918
32,20,6906
6,31,4281
35,48,18549
0,16,958
47,40,19400
36,12,5581
42,49,21868
11,0,333
30,20,6443
37,30,11590
32,36,12330
32,36,12330
8,24,3150
4,44,7246
26,30,8478
47,22,11624
7,5,465
3,21,1921
37,48,19330
23,23,5717
23,27,6821
8,42,7632
39,1,3537
17,22,4274
43,17,8722
23,35,9317
42,33,14396
20,21,4608
11,9,1170
37,26,10134
15,10,1729
14,15,2393
35,13,5634
21,48,13522
13,22,3567
33,10,4482
39,47,19638
17,11,2130
12,30,5216
16,33,6907
15,34,6960
25,25,6713
8,14,1499
43,17,8721
39,1,3538
2,46,7349
5,19,1865
1,18,1282
3,3,157
20,9,2195
4,40,6113
48,44,21809
15,7,1317
25,25,6714
49,29,15105
7,0,160
4,7,437
3,20,1773
39,44,18201
36,5,3888
45,14,8270
27,17,5010
23,42,11817
19,27,5917
15,46,10873
16,37,8112
8,48,9557
18,45,11407
14,12,1908
49,25,13433
27,12,3845
5,34,4791
16,4,1049
44,17,8988
27,49,16017
24,31,8278
11,10,1293
45,39,18145
47,17,9809
2,46,7349
20,14,3095
44,47,21678
5,10,758
33,29,10049
15,33,6673
44,7,5957
8,39,6749
16,45,10808
0,5,144
38,41,16451
32,7,3629
46,26,12862
28,28,8358
43,12,7157
14,49,11675
25,0,1439
37,34,13142
35,34,12501
4,37,5327
17,40,9350
22,36,9379
9,4,511
33,41,14682
15,31,6118
14,30,5633
39,36,14632
12,24,3817
7,4,392
44,48,22194
18,24,4939
40,21,9247
7,18,1961
31,24,7864
41,49,21450
5,1,137
18,25,5188
41,33,14058
6,43,7438
15,30,5848
2,10,545
40,1,3708
25,42,12442
33,38,13442
8,22,2771
12,37,7119
39,12,6233
14,6,1098
19,3,1213
48,17,10092
22,15,3626
11,41,8082
18,30,6517
33,16,6006
10,6,758
28,6,2792
15,9,1585
0,4,105
10,35,6093
22,27,6589
3,26,2757
32,42,14760
22,42,11509
8,37,6192
11,17,2322
21,16,3667
31,23,7557
44,16,8658
15,12,2033
9,27,3938
44,22,10727
7,30,4241
41,45,19458
10,7,858
22,36,9380
31,26,8497
24,15,3973
47,30,14840
34,5,3544
20,21,4608
46,43,20477
22,27,6590
1,40,5463
13,47,10642
32,15,5525
14,41,8867
14,24,4176
42,48,21355
45,5,5633
16,46,11172
11,42,8397
35,21,7937
43,2,4476
29,47,15857
27,2,1965
48,18,10448
30,21,6727
7,28,3800
23,15,3798
10,13,1583
27,44,13892
9,19,2386
24,37,10288
40,15,7334
45,10,7038
18,11,2262
5,47,8417
14,17,2748
14,27,4877
5,5,354
27,41,12689
2,28,2975
44,31,14237
8,28,3977
7,22,2624
4,28,3294
12,21,3200
22,19,4518
1,18,1282
36,35,13217
22,1,1259
5,0,99
29,29,8946
25,21,5618
28,9,3379
9,26,3723
22,24,5767
36,3,3457
11,9,1169
28,37,11472
9,46,9163
2,7,329
21,15,3458
43,21,10082
13,36,7067
34,8,4204
10,12,1447
5,48,8738
1,24,2134
23,19,4709
6,17,1691
46,23,11697
32,7,3630
10,49,10475
14,14,2226
32,10,4296
46,5,5847
12,24,3817
34,31,11058
3,43,6717
7,10,920
27,22,6324
45,17,9258
45,39,18145
36,39,14869
11,47,10062
34,35,12573
30,41,13667
20,3,1314
26,36,10511
27,1,1810
19,21,4418
3,24,2405
25,45,13633
5,42,6903
27,24,6892
34,49,18636
24,17,4427
25,26,7002
18,42,10321
22,4,1668
41,6,5066
44,41,18708
18,35,7997
0,32,3438
11,39,7470
44,41,18708
23,30,7712
46,30,14498
34,4,3336
13,12,1787
26,16,4571
2,45,7056
8,20,2418
41,0,3662
19,21,4417
30,40,13264
16,40,9078
6,0,128
48,1,5211
26,27,7542
34,1,2747
3,13,898
23,31,8022
36,14,6119
43,31,13902
8,42,7631
15,8,1448
16,13,2327
2,6,270
30,44,14916
11,3,557
45,25,12154
24,48,14533
33,5,3378
43,26,11917
0,35,4074
4,15,1214
17,5,1266
13,42,8926
40,23,9933
30,11,4158
47,12,8144
46,34,16230
42,35,15245
6,2,222
41,41,17561
21,40,10482
15,39,8485
25,29,7905
20,3,1313
39,3,3974
34,39,14185
10,14,1725
20,5,1584
27,4,2293
34,30,10693
23,38,10353
22,35,9045
44,14,8015
45,1,4618
24,8,2573
26,17,4811
8,7,702
24,8,2574
27,21,6050
7,16,1665
34,7,3978
21,11,2681
47,8,6920
21,43,11578
49,10,8018
42,43,18885
19,23,4894
26,9,3059
21,40,10483
23,43,12197
42,34,14817
1,0,23
12,2,540
38,22,9042
44,20,10014
44,2,4668
47,14,8792
1,1,42
20,1,1067
10,3,493
44,32,14658
21,1,1161
20,7,1878
30,33,10604
30,37,12088
7,40,6801
15,19,3285
36,8,4577
38,20,8387
11,32,5517
44,17,8987
42,12,6920
7,42,7384
17,11,2130
4,4,245
12,33,5995
38,48,19728
10,24,3476
38,49,20220
13,21,3362
4,12,878
0,41,5507
6,12,1052
12,26,4260
7,28,3801
22,3,1526
13,6,1007
26,7,2682
8,35,5658
2,10,545
12,33,5996
32,45,16056
19,11,2397
40,1,3708
49,49,24905
14,31,5898
10,38,6933
26,17,4811
33,45,16417
13,3,698
29,15,4914
6,11,941
15,17,2898
35,47,18078
29,20,6219
7,6,545
30,13,4623
45,10,7038
49,8,7399
33,26,9027
45,2,4862
28,39,12230
27,18,5261
49,18,10739
15,4,960
41,7,5321
9,40,7278
34,48,18163
9,14,1610
28,25,7427
48,23,12317
19,22,4653
4,28,3293
15,19,3286
11,18,2493
11,42,8397
25,18,4858
39,34,13801
21,24,5554
11,2,477
22,7,2129
9,26,3722
45,34,15870
9,43,8194
4,16,1338
17,6,1394
44,48,22193
42,36,15680
15,15,2533
38,43,17357
0,40,5254
29,15,4913
45,48,22619
18,44,11039
20,45,12023
16,48,11918
13,35,6777
23,37,10001
13,23,3777
30,5,2903
5,38,5799
33,17,6281
4,11,777
31,25,8178
20,29,6696
10,23,3274
36,1,3052
44,14,8015
13,34,6495
12,8,1145
11,5,738
22,43,11885
34,11,4917
29,8,3339
5,30,3878
11,40,7773
9,11,1217
10,12,1448
35,8,4389
36,13,5848
3,42,6437
34,6,3758
3,9,529
4,8,514
15,28,5329
14,4,875
37,48,19330
40,2,3928
48,21,11552
23,44,12584
30,16,5368
11,14,1844
37,45,17905
43,31,13902
14,33,6443
24,4,1906
2,42,6209
46,45,21488
49,0,5158
47,17,9810
4,0,74
43,35,15598
24,12,3338
23,23,5718
5,35,5033
3,22,2076
49,14,9331
28,40,12617
32,2,2639
11,30,5013
36,29,10920
16,2,832
27,37,11170
9,23,3113
29,17,5418
15,19,3285
21,23,5298
5,25,2873
38,5,4247
20,5,1583
23,10,2793
9,2,362
21,35,8777
48,33,16508
1,42,5986
14,29,5375
33,42,15106
29,21,6497
6,45,8048
43,42,18796
4,27,3097
49,5,6514
13,5,897
42,15,7826
36,38,14447
31,1,2322
11,25,3858
45,8,6458
24,35,9593
31,48,17033
10,42,8137
22,11,2829
14,19,3125
25,38,10939
36,41,15731
32,15,5526
13,40,8283
14,35,7013
25,24,6430
14,10,1613
34,25,8963
7,4,393
48,13,8727
48,47,23382
41,22,9866
49,15,9674
33,25,8698
28,25,7427
36,43,16618
36,48,18938
43,25,11538
36,42,16171
16,48,11917
38,44,17819
28,12,4022
46,17,9532
20,49,13595
13,12,1786
14,48,11304
27,27,7789
2,5,216
18,49,12939
8,12,1241
39,13,6514
46,3,5318
11,44,9044
16,22,4091
44,5,5424
45,23,11394
29,6,2943
14,3,774
45,28,13339
19,15,3134
35,34,12500
18,40,9627
38,22,9042
5,30,3879
38,28,11147
39,43,17733
39,12,6233
15,4,960
49,26,13843
43,12,7156
0,4,105
27,47,15150
46,40,19007
9,42,7882
29,22,6782
31,20,6673
38,40,16008
19,10,2229
36,44,17070
16,15,2678
29,17,5417
29,25,7674
33,32,11127
30,49,17116
9,30,4619
9,26,3722
21,22,5046
21,41,10841
34,37,13368
3,38,5373
13,39,7970
26,10,3258
37,12,5795
5,31,4098
45,40,18618
14,19,3126
38,23,9377
39,31,12598
20,15,3293
35,0,2708
36,20,7877
8,2,312
38,39,15570
30,6,3097
34,13,5423
22,3,1525
27,22,6325
42,29,12767
1,22,1827
33,41,14682
2,47,7649
36,41,15732
1,41,5722
25,29,7906
24,16,4197
31,25,8177
4,31,3917
36,49,19419
42,44,19367
38,14,6570
6,8,648
42,35,15245
14,41,8868
22,45,12655
36,9,4820
3,0,53
13,48,11002
43,9,6290
10,24,3475
44,27,12618
35,22,8252
35,20,7628
2,30,3366
49,35,17793
21,1,1162
2,18,1385
18,39,9290
22,38,10065
18,47,12162
12,27,4490
28,3,2258
25,32,8863
3,44,7005
5,48,8739
22,33,8396
48,36,17881
10,13,1583
22,2,1390
45,42,19583
47,19,10518
36,15,6398
13,29,5169
8,18,2087
33,23,8058
40,14,7035
21,11,2681
36,22,8512
16,2,831
18,0,787
4,36,5078
49,39,19705
1,42,5986
46,43,20478
15,15,2533
44,38,17304
13,47,10642
49,35,17793
6,9,740
14,6,1098
24,46,13708
46,18,9878
23,36,9656
39,28,11449
32,49,17867
10,46,9437
16,23,4318
24,16,4198
19,18,3748
47,22,11624
35,40,14948
46,32,15351
6,21,2311
36,34,12819
29,38,12159
29,7,3137
43,20,9732
29,19,5945
42,32,13979
28,6,2791
36,28,10557
13,4,794
4,0,74
28,43,13817
17,17,3209
17,43,10386
1,10,482
21,35,8778
28,41,13012
41,33,14058
31,43,14838
11,28,4533
29,13,4433
13,22,3567
27,48,15580
45,3,5114
47,34,16592
26,20,5568
10,14,1726
19,4,1341
8,28,3978
13,27,4681
38,8,4968
19,3,1213
18,35,7997
29,15,4914
2,1,59
49,43,21714
33,20,7143
16,33,6907
31,41,14001
43,11,6862
0,31,3238
4,19,1746
37,42,16534
14,4,875
6,46,8361
28,13,4247
17,48,12230
27,11,3629
10,22,3077
16,17,3052
4,0,74
7,17,1810
34,46,17238
13,0,442
2,14,917
9,14,1610
14,2,678
37,42,16534
2,48,7955
36,36,13622
43,8,6012
34,24,8636
11,14,1845
10,43,8454
16,39,8750
41,33,14057
7,39,6518
35,42,15813
42,40,17476
21,8,2163
24,13,3543
32,30,10115
7,9,817
26,0,1548
34,0,2564
20,15,3293
18,8,1788
15,13,2193
7,8,721
0,0,13
26,0,1548
1,25,2298
8,24,3149
32,28,9425
37,0,3010
19,9,2066
1,40,5462
22,28,6875
28,11,3801
15,13,2193
31,6,3257
35,20,7628
0,16,957
0,34,3856
34,41,15028
18,1,891
42,40,17475
23,35,9317
42,14,7517
38,5,4248
20,1,1067
19,22,4652
35,19,7326
35,1,2898
4,35,4833
42,37,16119
15,35,7253
26,11,3461
27,0,1660
0,43,6033
0,2,47
11,9,1170
12,17,2459
25,3,1873
8,38,6467
43,41,18321
44,37,16848
3,24,2404
37,49,19818
27,15,4525
39,35,14213
49,15,9674
36,18,7268
32,26,8759
36,9,4819
30,20,6443
40,2,3928
1,24,2135
8,44,8249
33,37,13041
48,1,5211
14,26,4637
23,20,4952
27,13,4065
27,12,3845
32,29,9768
39,36,14633
0,30,3043
25,0,1438
6,12,1052
22,7,2130
40,45,19064
25,37,10578
30,20,6444
12,39,7717
41,25,10937
23,44,12585
36,41,15731
9,32,5103
3,35,4637
22,29,7167
20,31,7278
3,11,702
25,6,2363
20,20,4374
6,42,7141
17,44,10742
42,32,13980
30,15,5114
25,15,4153
31,8,3672
3,32,3956
7,27,3590
45,34,15870
28,16,4962
2,42,6209
4,1,108
22,42,11509
27,22,6325
11,22,3236
18,32,7091
1,48,7703
34,16,6228
45,30,14159
32,24,8118
9,26,3723
13,12,1786
32,16,5790
30,38,12474
41,17,8201
23,16,4016
10,36,6368
29,42,13743
22,38,10065
47,25,12786
41,26,11306
24,42,12128
49,32,16423
15,20,3489
2,40,5676
42,21,9800
7,47,8950
41,8,5583
23,36,9656
8,27,3762
34,8,4204
20,39,9846
3,4,205
3,0,53
43,39,17390
31,23,7557
25,8,2718
22,12,3019
3,25,2578
36,47,18462
33,37,13042
44,38,17304
12,39,7718
4,39,5846
48,43,21297
4,48,8473
42,9,6068
3,3,158
9,24,3311
12,42,8660
30,14,4866
31,41,14002
46,7,6401
40,40,16734
17,36,8054
22,3,1526
4,25,2723
41,39,16649
46,39,18530
7,8,721
37,4,3843
30,46,15777
40,42,17648
23,37,10001
34,7,3977
38,12,6012
29,8,3338
20,48,13193
30,48,16663
44,30,13823
47,41,19890
12,44,9318
33,18,6563
36,30,11288
3,24,2405
33,36,12646
28,5,2608
29,43,14154
6,40,6568
12,22,3399
46,32,15351
21,28,6643
16,28,5538
10,12,1447
8,45,8568
47,19,10518
25,0,1438
15,26,4832
1,3,97
10,26,3898
41,10,6123
43,40,17852
14,17,2748
4,16,1338
19,25,5394
13,49,11369
34,48,18164
0,4,105
32,36,12330
9,35,5873
32,35,11946
15,49,11986
7,32,4705
18,6,1501
1,49,8010
28,32,9681
30,7,3297
28,33,10028
9,14,1611
4,33,4363
9,27,3937
32,24,8117
48,23,12318
38,18,7758
37,42,16535
5,34,4791
46,26,12862
19,47,12478
9,42,7883
39,36,14633
35,20,7628
9,35,5873
48,38,18828
19,36,8573
44,7,5957
39,36,14633
11,4,645
48,12,8402
1,19,1410
15,44,10160
7,5,466
25,14,3930
9,30,4619
32,27,9090
47,18,10161
48,24,12709
39,31,12598
13,33,6218
9,23,3114
22,13,3216
47,4,5793
27,5,2465
19,38,9229
35,37,13698
47,8,6921
34,27,9637
21,12,2866
26,21,5832
12,2,540
21,14,3255
31,20,6673
13,19,2969
24,25,6484
45,16,8922
